best_auc,best_auc_threshold,best_f1_score,best_f1_score_threshold,_total,_tot_anomaly,_tot_normal,_tpr_recall,_precision,_accuracy,_f1_score,_fnr,_tnr,_fpr,_t_pos,_f_pos,_f_neg,_t_neg,_auc,total,tot_anomaly,tot_normal,tpr_recall,precision,accuracy,f1_score,fnr,tnr,fpr,t_pos,f_pos,f_neg,t_neg,auc,time_to_fit
0.9683,1.3919243274275486,0.9679441804024673,1.3919243274275486,10000,5000,5000,0.9572,0.9789322969932501,0.9683,0.9679441804024673,0.0428,0.9794,0.0206,4786,103,214,4897,0.9683,10000,5000,5000,0.9572,0.9789322969932501,0.9683,0.9679441804024673,0.0428,0.9794,0.0206,4786,103,214,4897,0.9683,3.3787734390007245
0.9589999999999999,1.3950079112393519,0.9581119738455252,1.3950079112393519,10000,5000,5000,0.9378,0.9793233082706767,0.959,0.9581119738455252,0.0622,0.9802,0.0198,4689,99,311,4901,0.9589999999999999,10000,5000,5000,0.9378,0.9793233082706767,0.959,0.9581119738455252,0.0622,0.9802,0.0198,4689,99,311,4901,0.9589999999999999,111.02091465999911
0.9584,1.39642217583473,0.9584332533972822,1.39642217583473,10000,5000,5000,0.9592,0.957667731629393,0.9584,0.9584332533972822,0.0408,0.9576,0.0424,4796,212,204,4788,0.9584,10000,5000,5000,0.9592,0.957667731629393,0.9584,0.9584332533972822,0.0408,0.9576,0.0424,4796,212,204,4788,0.9584,59.080994187001124
0.9548,1.3949814828581693,0.955123113582208,1.3949814828581693,10000,5000,5000,0.962,0.9483438485804416,0.9548,0.955123113582208,0.038,0.9476,0.0524,4810,262,190,4738,0.9548,10000,5000,5000,0.962,0.9483438485804416,0.9548,0.955123113582208,0.038,0.9476,0.0524,4810,262,190,4738,0.9548,3.359990443999777
0.9766999999999999,1.390454446985384,0.9762559869560786,1.390454446985384,10000,5000,5000,0.958,0.9952212757116143,0.9767,0.9762559869560786,0.042,0.9954,0.0046,4790,23,210,4977,0.9766999999999999,10000,5000,5000,0.958,0.9952212757116143,0.9767,0.9762559869560786,0.042,0.9954,0.0046,4790,23,210,4977,0.9766999999999999,40.609941509001146
0.9645999999999999,1.3823367316708477,0.9633692052980133,1.3823367316708477,10000,5000,5000,0.931,0.9980703259005146,0.9646,0.9633692052980133,0.069,0.9982,0.0018,4655,9,345,4991,0.9645999999999999,10000,5000,5000,0.931,0.9980703259005146,0.9646,0.9633692052980133,0.069,0.9982,0.0018,4655,9,345,4991,0.9645999999999999,52.113071065999975
0.9708,1.387845014301814,0.9701003481466313,1.387845014301814,10000,5000,5000,0.9474,0.9939152328997063,0.9708,0.9701003481466313,0.0526,0.9942,0.0058,4737,29,263,4971,0.9708,10000,5000,5000,0.9474,0.9939152328997063,0.9708,0.9701003481466313,0.0526,0.9942,0.0058,4737,29,263,4971,0.9708,49.33337573100107
0.9614999999999999,1.3889216386077878,0.9604844503746279,1.3889216386077878,10000,5000,5000,0.9358,0.986506430529201,0.9615,0.9604844503746279,0.0642,0.9872,0.0128,4679,64,321,4936,0.9614999999999999,10000,5000,5000,0.9358,0.986506430529201,0.9615,0.9604844503746279,0.0642,0.9872,0.0128,4679,64,321,4936,0.9614999999999999,55.90013294200071
0.9771000000000001,1.389182260020772,0.9766778694368062,1.389182260020772,10000,5000,5000,0.959,0.9950197136335339,0.9771,0.9766778694368062,0.041,0.9952,0.0048,4795,24,205,4976,0.9771000000000001,10000,5000,5000,0.959,0.9950197136335339,0.9771,0.9766778694368062,0.041,0.9952,0.0048,4795,24,205,4976,0.9771000000000001,3.3491271610000695
0.9584,1.383498601359811,0.9566666666666667,1.383498601359811,10000,5000,5000,0.9184,0.9982608695652174,0.9584,0.9566666666666667,0.0816,0.9984,0.0016,4592,8,408,4992,0.9584,10000,5000,5000,0.9184,0.9982608695652174,0.9584,0.9566666666666667,0.0816,0.9984,0.0016,4592,8,408,4992,0.9584,3.332689692999338
0.9746,1.381451066430495,0.9740233176518716,1.381451066430495,10000,5000,5000,0.9524,0.9966513185433236,0.9746,0.9740233176518716,0.0476,0.9968,0.0032,4762,16,238,4984,0.9746,10000,5000,5000,0.9524,0.9966513185433236,0.9746,0.9740233176518716,0.0476,0.9968,0.0032,4762,16,238,4984,0.9746,74.00798373900034
0.9713,1.3963241509255093,0.9708066320821891,1.3963241509255093,10000,5000,5000,0.9544,0.9877872076174705,0.9713,0.9708066320821891,0.0456,0.9882,0.0118,4772,59,228,4941,0.9713,10000,5000,5000,0.9544,0.9877872076174705,0.9713,0.9708066320821891,0.0456,0.9882,0.0118,4772,59,228,4941,0.9713,63.52405843199995
0.9466000000000001,1.3974247387188319,0.946812749003984,1.3974247387188319,10000,5000,5000,0.9506,0.9430555555555555,0.9466,0.946812749003984,0.0494,0.9426,0.0574,4753,287,247,4713,0.9466000000000001,10000,5000,5000,0.9506,0.9430555555555555,0.9466,0.946812749003984,0.0494,0.9426,0.0574,4753,287,247,4713,0.9466000000000001,3.144293993998872
0.9723999999999999,1.393378625108014,0.9721549636803875,1.393378625108014,10000,5000,5000,0.9636,0.9808631921824105,0.9724,0.9721549636803875,0.0364,0.9812,0.0188,4818,94,182,4906,0.9723999999999999,10000,5000,5000,0.9636,0.9808631921824105,0.9724,0.9721549636803875,0.0364,0.9812,0.0188,4818,94,182,4906,0.9723999999999999,3.2282978360017296
0.9671000000000001,1.3839979829717541,0.9667239809851319,1.3839979829717541,10000,5000,5000,0.9558,0.9779005524861878,0.9671,0.9667239809851319,0.0442,0.9784,0.0216,4779,108,221,4892,0.9671000000000001,10000,5000,5000,0.9558,0.9779005524861878,0.9671,0.9667239809851319,0.0442,0.9784,0.0216,4779,108,221,4892,0.9671000000000001,41.653123111998866
0.9736,1.3904399128916816,0.97323600973236,1.3904399128916816,10000,5000,5000,0.96,0.9868421052631579,0.9736,0.97323600973236,0.04,0.9872,0.0128,4800,64,200,4936,0.9736,10000,5000,5000,0.96,0.9868421052631579,0.9736,0.97323600973236,0.04,0.9872,0.0128,4800,64,200,4936,0.9736,103.05534672999966
0.9550000000000001,1.3835781155052405,0.9530761209593327,1.3835781155052405,10000,5000,5000,0.914,0.9956427015250545,0.955,0.9530761209593327,0.086,0.996,0.004,4570,20,430,4980,0.9550000000000001,10000,5000,5000,0.914,0.9956427015250545,0.955,0.9530761209593327,0.086,0.996,0.004,4570,20,430,4980,0.9550000000000001,3.2727742539991596
0.8880000000000001,1.399354655312391,0.8953662182361734,1.399354655312391,10000,5000,5000,0.9584,0.8401122019635343,0.888,0.8953662182361734,0.0416,0.8176,0.1824,4792,912,208,4088,0.8880000000000001,10000,5000,5000,0.9584,0.8401122019635343,0.888,0.8953662182361734,0.0416,0.8176,0.1824,4792,912,208,4088,0.8880000000000001,61.251390872999764
0.9726,1.3935381434587004,0.9721318144833198,1.3935381434587004,10000,5000,5000,0.9558,0.9890314569536424,0.9726,0.9721318144833198,0.0442,0.9894,0.0106,4779,53,221,4947,0.9726,10000,5000,5000,0.9558,0.9890314569536424,0.9726,0.9721318144833198,0.0442,0.9894,0.0106,4779,53,221,4947,0.9726,53.44275491699955
0.9522999999999999,1.3918172068343488,0.950328022492971,1.3918172068343488,10000,5000,5000,0.9126,0.9913100152074734,0.9523,0.950328022492971,0.0874,0.992,0.008,4563,40,437,4960,0.9522999999999999,10000,5000,5000,0.9126,0.9913100152074734,0.9523,0.950328022492971,0.0874,0.992,0.008,4563,40,437,4960,0.9522999999999999,69.44285718500032
0.9557,1.3893855933263197,0.9558369055926627,1.3893855933263197,10000,5000,5000,0.9588,0.9528920691711389,0.9557,0.9558369055926627,0.0412,0.9526,0.0474,4794,237,206,4763,0.9557,10000,5000,5000,0.9588,0.9528920691711389,0.9557,0.9558369055926627,0.0412,0.9526,0.0474,4794,237,206,4763,0.9557,120.34778284499953
0.9634,1.391566026201281,0.9623766447368423,1.391566026201281,10000,5000,5000,0.9362,0.9900592216582065,0.9634,0.9623766447368423,0.0638,0.9906,0.0094,4681,47,319,4953,0.9634,10000,5000,5000,0.9362,0.9900592216582065,0.9634,0.9623766447368423,0.0638,0.9906,0.0094,4681,47,319,4953,0.9634,46.82619798700034
0.9747,1.3844611006623713,0.9742021005404303,1.3844611006623713,10000,5000,5000,0.9554,0.9937591013105888,0.9747,0.9742021005404303,0.0446,0.994,0.006,4777,30,223,4970,0.9747,10000,5000,5000,0.9554,0.9937591013105888,0.9747,0.9742021005404303,0.0446,0.994,0.006,4777,30,223,4970,0.9747,76.65954346800027
0.9668,1.3868798420102093,0.965843621399177,1.3868798420102093,10000,5000,5000,0.9388,0.9944915254237288,0.9668,0.965843621399177,0.0612,0.9948,0.0052,4694,26,306,4974,0.9668,10000,5000,5000,0.9388,0.9944915254237288,0.9668,0.965843621399177,0.0612,0.9948,0.0052,4694,26,306,4974,0.9668,46.49173304800024
0.9749,1.3854413974526802,0.9744112549699255,1.3854413974526802,10000,5000,5000,0.9558,0.9937616968184654,0.9749,0.9744112549699255,0.0442,0.994,0.006,4779,30,221,4970,0.9749,10000,5000,5000,0.9558,0.9937616968184654,0.9749,0.9744112549699255,0.0442,0.994,0.006,4779,30,221,4970,0.9749,3.2661171609997837
0.9502999999999999,1.404572567928185,0.9507774586510844,1.404572567928185,10000,5000,5000,0.96,0.9417304296645085,0.9503,0.9507774586510844,0.04,0.9406,0.0594,4800,297,200,4703,0.9502999999999999,10000,5000,5000,0.96,0.9417304296645085,0.9503,0.9507774586510844,0.04,0.9406,0.0594,4800,297,200,4703,0.9502999999999999,52.32876534800016
0.9470999999999999,1.4013542744917253,0.9476393150549342,1.4013542744917253,10000,5000,5000,0.9574,0.9380756417793454,0.9471,0.9476393150549342,0.0426,0.9368,0.0632,4787,316,213,4684,0.9470999999999999,10000,5000,5000,0.9574,0.9380756417793454,0.9471,0.9476393150549342,0.0426,0.9368,0.0632,4787,316,213,4684,0.9470999999999999,45.79523422100101
0.9317,1.4020547443095093,0.9305682626817119,1.4020547443095093,10000,5000,5000,0.9154,0.9462476741782097,0.9317,0.9305682626817119,0.0846,0.948,0.052,4577,260,423,4740,0.9317,10000,5000,5000,0.9154,0.9462476741782097,0.9317,0.9305682626817119,0.0846,0.948,0.052,4577,260,423,4740,0.9317,42.81381488700026
0.9443999999999999,1.398625615790738,0.9439742039500201,1.398625615790738,10000,5000,5000,0.9368,0.9512591389114541,0.9444,0.9439742039500201,0.0632,0.952,0.048,4684,240,316,4760,0.9443999999999999,10000,5000,5000,0.9368,0.9512591389114541,0.9444,0.9439742039500201,0.0632,0.952,0.048,4684,240,316,4760,0.9443999999999999,50.08531101399967
0.9745,1.3884111990061754,0.9740879991870746,1.3884111990061754,10000,5000,5000,0.9586,0.9900846932451973,0.9745,0.9740879991870746,0.0414,0.9904,0.0096,4793,48,207,4952,0.9745,10000,5000,5000,0.9586,0.9900846932451973,0.9745,0.9740879991870746,0.0414,0.9904,0.0096,4793,48,207,4952,0.9745,50.02407893000054
0.9757,1.3863134151644325,0.9751812889388214,1.3863134151644325,10000,5000,5000,0.9548,0.9964516802337716,0.9757,0.9751812889388214,0.0452,0.9966,0.0034,4774,17,226,4983,0.9757,10000,5000,5000,0.9548,0.9964516802337716,0.9757,0.9751812889388214,0.0452,0.9966,0.0034,4774,17,226,4983,0.9757,3.328591076999146
0.9647999999999999,1.3897926457265797,0.9638083487559119,1.3897926457265797,10000,5000,5000,0.9374,0.9917477782479899,0.9648,0.9638083487559119,0.0626,0.9922,0.0078,4687,39,313,4961,0.9647999999999999,10000,5000,5000,0.9374,0.9917477782479899,0.9648,0.9638083487559119,0.0626,0.9922,0.0078,4687,39,313,4961,0.9647999999999999,43.78808145699986
0.9566,1.3871586213365212,0.954857499479925,1.3871586213365212,10000,5000,5000,0.918,0.9947984395318595,0.9566,0.954857499479925,0.082,0.9952,0.0048,4590,24,410,4976,0.9566,10000,5000,5000,0.918,0.9947984395318595,0.9566,0.954857499479925,0.082,0.9952,0.0048,4590,24,410,4976,0.9566,60.48614800900032
0.9742,1.3883383430325813,0.973694942903752,1.3883383430325813,10000,5000,5000,0.955,0.9931364392678869,0.9742,0.973694942903752,0.045,0.9934,0.0066,4775,33,225,4967,0.9742,10000,5000,5000,0.955,0.9931364392678869,0.9742,0.973694942903752,0.045,0.9934,0.0066,4775,33,225,4967,0.9742,3.2297919709999405
0.9718,1.386481799258536,0.9712303611507855,1.386481799258536,10000,5000,5000,0.952,0.9912536443148688,0.9718,0.9712303611507855,0.048,0.9916,0.0084,4760,42,240,4958,0.9718,10000,5000,5000,0.952,0.9912536443148688,0.9718,0.9712303611507855,0.048,0.9916,0.0084,4760,42,240,4958,0.9718,45.510743197999545
0.9751,1.3910389599004713,0.974718245507158,1.3910389599004713,10000,5000,5000,0.96,0.9898948236749845,0.9751,0.974718245507158,0.04,0.9902,0.0098,4800,49,200,4951,0.9751,10000,5000,5000,0.96,0.9898948236749845,0.9751,0.974718245507158,0.04,0.9902,0.0098,4800,49,200,4951,0.9751,61.86620276100075
